,subject,sentence,output
607,Iraq," Well, and the communication here, I mean, we should just go back to say what the facts are on the ground in terms of the latest -- there was an attack outside Kirkuk, a rocket attack, there have been increasing rocket fire at American forces from Shi`a militias in Iraq starting in October as Brent McGurk said.",NEGATIVE
608,American,The American people likely do not understand why we are on the brink of war with Iran.,NEUTRAL
609,American,"The American attack, of course, against Qassem Soleimani and an Iraqi militia had happened just outside the Baghdad airport.",NEUTRAL
610,American,"And I think it`s as incumbent on members of Congress, but the American people have to speak up.",NEUTRAL
611,Iranian,"That`s why you see Hezbollah on the Israeli border, fighting the Israelis in 2006.It`s why Qasem Soleimani was so engaged in fighting American troops in Iraq and it`s why the most recent warning coming from the Iranians in just the last half an hour was a warning specifically about Dubai and the Gulf nations.",NEGATIVE
612,Iranian,"Well, you know, the Iranians are not interested in talking to President Trump.",NEUTRAL
613,Iran,"Iran`s hostilities substantially increased after the foolish Iran nuclear deal was signed in 2013, and they were given $150 billion, not to mention $1.8 billion in cash.",NEGATIVE
614,Iran,"Now, Trump also announced more sanctions on Iran.",NEGATIVE
615,Iran,"The cash wasn`t given to Iran, those were frozen and seized Iranian assets that were returned.",NEUTRAL
616,Iran,"Here to talk about what this means for the region for Iran, Iraq, and the greater Middle East, to be with intimate knowledge of the area, its history, Hooman Majd, journalist and author of several books about Iran.",NEUTRAL
617,Iran,"And you have to remember from the Iranian standpoint, Iraq fought an eight-year war with Iran, a million dead soldiers on both sides.",NEUTRAL
618,Iran," There`s been a persistent subtext in coverage of Donald Trump, often stated explicitly that somehow the man is deep down opposed to military intervention abroad, but he ran on both pro-war crimes and military escalation with Iran and also at the same time getting out of other wars.",NEGATIVE
619,Iran, Iran appears to be standing now.,NEUTRAL
620,Iran,Iran is moving away from the restraints of the nuclear deal.,NEGATIVE
621,Iraq,"And we`re still paying for the Iraq War emotionally, and physically, and financially, and strategically with what`s happening in Iran.",NEGATIVE
622,Trump,"I don`t know how Trump gets Obama JCPOA, you know, too.",NEUTRAL
623,Trump,Trump -- Donald Trump gave them exactly what they wanted by killing Soleimani.,NEUTRAL
624,Trump,"There`s not a lot of coherence to Trump`s views, which he changes all the time, and many on which appear to largely center on his self-perception and contempt for former President Barack Obama.",NEGATIVE
625,Trump,Steve Mnuchin and Donald Trump would like for you to wait for any of that until next year.,NEUTRAL
626,Trump," Well, I think Donald Trump is anti-American commitments, period.",NEGATIVE
627,Trump,"In his exhaustive reporting in The Washington Post, David Fahrenthold has been able to show us that if we extrapolate out the cost of one month of Trump travel that we know cost $13.6 million, Trump would have exceeded Barack Obama`s total expenses, all eight years of it, before the end of Trump`s first year in office.",NEGATIVE
628,Trump," There`s been a persistent subtext in coverage of Donald Trump, often stated explicitly that somehow the man is deep down opposed to military intervention abroad, but he ran on both pro-war crimes and military escalation with Iran and also at the same time getting out of other wars.",NEGATIVE
629,Trump,"It`s this sort of like blanket permission, but I also don`t think that probably -- I mean, I guess Trump acknowledged today that there was this hostility between Iran and ISIS, but I don`t think in a lot of his rhetoric -- I think in his rhetoric they`re all sort of one mass.",NEUTRAL
630,Trump,"And we know, thanks to testimony from Fiona Hill that Bolton wanted no part of Trump`s scheme, decrying it as a, quote, ""drug deal.",NEGATIVE
631,House,What do you think about the idea of the House subpoenaing John Bolton now as part of the impeachment inquiry?,NEUTRAL
632,House,"I mean, some have raised the idea of the House subpoenaing John Bolton, essentially arguing that now that he`s announced himself open to a subpoena that he can`t like pick and choose which houses can do that.",NEUTRAL
633,House, As the White House infuriates Republicans.,NEGATIVE
634,House,"You know, the House submitted a report, along with the articles of impeachment, they will be submitted.",NEUTRAL
635,House,"The House`s impeachment is the bringing of a charge, like a grand jury bringing an indictment.",NEUTRAL
636,House,"""The question now is what Nancy Pelosi and her colleagues in the House do next.",NEUTRAL
637,Senate,"A Senate is to try all cases of impeachment, and its own permanent rules, which are in place unless they are set aside by a vote of two-thirds of the Senate.",NEUTRAL
638,Senate,The rules contemplate that there will be testimony in the Senate and that they will hear live witnesses.,NEUTRAL
639,Senate,"The prosecutors often present just enough evidence to the grand jury in order to sustain an indictment, but the real trial comes with the evidence that`s before the Senate.",NEUTRAL
640,Senate,"Well, there are standing Senate rules on impeachment trials.",NEUTRAL
641,Americans,One of those Americans is Senator Mitt Romney.,NEUTRAL
642,Americans,"If he does not condemn this, I and many Americans will hold him as complicit in any attack on any candidates that seek to benefit Donald Trump.",NEUTRAL
643,Americans,"Also, Quinnipiac Poll yesterday when asked about whether John Bolton should testify, 66 percent of Americans said he should.",NEUTRAL
644,Americans,"First the public sentiment, 71 percent of Americans want a fair trial and that`s because we have talked for weeks about this rigged outcome.",NEUTRAL
645,Senate, My sense and reading of the rules is that as soon as the articles are transmitted essentially they are taken over to the Senate and then the Senate would begin the trial.,NEUTRAL
646,John Bolton,"Also, Quinnipiac Poll yesterday when asked about whether John Bolton should testify, 66 percent of Americans said he should.",NEUTRAL
647,John Bolton,Can you subpoena John Bolton while the Senate debates or doesn`t debate whether or not to have witnesses and get his testimony on the record before the trial is over?,NEUTRAL
648,John Bolton,"Two, you have a witness like John Bolton who`s waving his hand and saying I was not willing to testify before but I`m willing to come forward now.",NEUTRAL
649,Adam Schiff,It`s very clear that Adam Schiff and Jerry Nadler are going to have big roles.,NEUTRAL
650,Adam Schiff," Not enough, Andrea, and that`s the problem, is that myself and especially the Gang of Eight, Speaker Pelosi, Adam Schiff and others were not told either.",NEUTRAL
651,Senate,"Now there is this urgent request to use the powers of the Senate to subpoena, to force the testimony of Mick Mulvaney.",NEUTRAL
652,Senate,The United States Senate is moving more quickly to dispense with these requests made by the Democrats for different avenues of evidence.,NEUTRAL
653,Senate, We`re lifting the lid here on the Senate to see how it thinks.,NEUTRAL
654,Senate,watching special coverage on MSNBC  of the Senate trial of President Donald Trump.,NEUTRAL
655,Senate," Well, it would be the first time that we see those powers of the Senate, those subpoena powers of the Senate tested at the gate of the White House guarded by the Secret Service.",NEUTRAL
656,House,It really will produce a backwards process where the House managers will be presenting a case without the benefit of the additional evidence and witnesses that would allow us to really get to the truth.,NEGATIVE
657,House,"There`s a number of other members of the House, Zoe Lofgren, Val Demings, Jason Crow from Colorado, who`ve also I think done a very strong job of making their presentations.",POSITIVE
658,House,I would say that that`s exactly what the House is doing.,NEUTRAL
659,House,"If you are really concerned that the proceedings in the House were flawed, because you didn`t have direct evidence of what president thought and said, here`s an opportunity to get that.",NEUTRAL
