,Transcript,Topic,Sentiment,Program,avg_sentiment
839,2326,Bret,"[0, 1, 0, 0, 0, 0, 1, 0, -1, 1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.2
840,2326,Mike,"[0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, -1, 0, 1, 1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.125
841,2327,House,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.0
842,2327,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.07142857142857142
843,2327,Chief Justice,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.0
844,2327,U.S.,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.1
845,2327,Trump,"[-1, -1, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.38461538461538464
846,2328,Bolton,"[0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.1875
847,2328,Senate,"[-1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2777777777777778
848,2328,Chief Justice,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.0
849,2328,House,"[0, -1, 0, 0, -1, 0, -1, -1, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.4
850,2328,Trump,"[-1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 1, 1, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.14285714285714285
851,2362,Trump,"[0, -1, -1, -1, 1, 0, 0, 0, -1, -1, 0, -1, -1, -1, 0, 1, -1, -1, 0]",Fox News Network THE FIVE,-0.42105263157894735
852,2362,Juan,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,-0.07692307692307693
853,2362,China,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0]",Fox News Network THE FIVE,-0.9230769230769231
854,2362,Katie,"[-1, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,-0.16666666666666666
855,2374,Iran,"[0, 0, 0, 0, -1, -1, -1, 0, 0, 1, -1, -1, 0, 0, 0, 0, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.3157894736842105
856,2374,Trump,"[-1, 0, -1, -1, -1, -1, 0, 0, -1, 0, 0, -1, -1, 1, 1, -1, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.4444444444444444
857,2374,American,"[-1, -1, 0, -1, -1, -1, -1, 1, 0, 0, 0, -1, -1, 0, -1, -1, 0, 1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.47368421052631576
858,2374,Obama,"[-1, 0, -1, 0, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.7777777777777778
859,2374,Iraq,"[0, -1, -1, -1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.6875
860,2400,Ukraine,"[0, 0, 0, 0, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, 0]",Fox News Network MEDIA BUZZ,-0.4666666666666667
861,2400,Trump,"[0, 0, -1, 0, 0, -1, -1, -1, -1, 0, -1, 0]",Fox News Network MEDIA BUZZ,-0.5
862,2400,Fox,"[-1, 0, -1, 0, 1, 0, -1, 0, 1, 0, 0, 0]",Fox News Network MEDIA BUZZ,-0.08333333333333333
863,2400,Senate,"[-1, -1, 0, -1, -1, 0]",Fox News Network MEDIA BUZZ,-0.6666666666666666
864,2400,House,"[-1, -1, -1, 0, 0, 0, 0, 0]",Fox News Network MEDIA BUZZ,-0.375
865,2406,Iran,"[-1, -1, 0, -1, -1, 0, 0, -1, -1, 0, -1, -1, -1, -1, 0, 0, -1, -1, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.65
866,2406,U.S.,"[0, 0, 1, -1, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 0, -1, 0, 0, 0, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.25
867,2406,Iraq,"[-1, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.19047619047619047
868,2406,Neil,"[0, 0, 0, 0, 0, -1, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.0
869,2406,Soleimani,"[-1, -1, 0, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0, -1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.5263157894736842
870,2434,Virginia,"[0, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.6
871,2434,Bernie,"[-1, -1, -1, -1, 0, 1, 0, 0, -1, -1, -1, -1, 0, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.5333333333333333
872,2434,Democrats,"[-1, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-1.0
873,2434,Senate,"[0, 0, 0, 0, 0, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.16666666666666666
874,2451,Trump,"[0, -1, -1, -1, 0, -1, -1, 0, 1, 0, -1, -1, -1, 0, 1, 0, 0, -1]",Fox News Network THE FIVE,-0.3888888888888889
875,2451,Bernie,"[0, 1, 0, -1, -1, -1, -1, 1, 0, 0, -1]",Fox News Network THE FIVE,-0.2727272727272727
876,2451,Dem,"[-1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1]",Fox News Network THE FIVE,-0.06666666666666667
877,2451,Democrats,"[-1, 0, 0, 0, 0, 1, 0]",Fox News Network THE FIVE,0.0
878,2451,Senate,"[0, 0, 0, -1, 0]",Fox News Network THE FIVE,-0.2
879,2457,Trump,"[1, 1, 1, 0, 0, -1, 0, -1, 0, -1, 0, 0, -1, -1, 0, 0]",Fox News Network THE FIVE,-0.125
880,2457,Juan,"[0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Fox News Network THE FIVE,0.0625
881,2457,CNN,"[-1, 0, -1, -1, -1, 0, 0, 0, -1, 0, 0, -1]",Fox News Network THE FIVE,-0.5
882,2457,James Comey,"[0, -1, -1, 0, -1, -1, 0, -1, -1, -1]",Fox News Network THE FIVE,-0.7
883,2457,Dana,"[0, 0, 0, 0, 0, 0, -1, 0, 0]",Fox News Network THE FIVE,-0.1111111111111111
884,2469,Senate,"[0, 0, 0, -1, 0, 0, 0, 0, -1, 0, -1, 0, -1, 0, 0, -1, 0, 0, 0, 0]",Fox News Network THE FIVE,-0.25
885,2469,Democrats,"[-1, 0, -1, 0, -1, 0, 0, -1, -1, 0, -1, 0, 0, -1, 0, 0, -1, -1, -1, 0]",Fox News Network THE FIVE,-0.5
886,2469,Republican,"[-1, 0, -1, -1, -1, -1, -1, 0, 0, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network THE FIVE,-0.7142857142857143
887,2469,Mitch McConnell,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1]",Fox News Network THE FIVE,-0.23529411764705882
888,2470,Democrats,"[-1, -1, 0, 0, -1, 0, -1, -1, -1, -1, 0, -1]",Fox News Network THE FIVE,-0.6666666666666666
889,2470,Jesse,"[0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0]",Fox News Network THE FIVE,-0.14285714285714285
890,2470,Juan,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Fox News Network THE FIVE,0.07692307692307693
891,2470,Republicans,"[0, -1, 0, 0, 0, 0, 0, -1, 0]",Fox News Network THE FIVE,-0.2222222222222222
892,2470,Trump,"[0, -1, -1, -1, 0, 0, 0, 0, 0]",Fox News Network THE FIVE,-0.3333333333333333
893,2473,Ukraine,"[-1, -1, 0, -1, 0, 1, 0, 0, 1, -1, 0, 0, 1, 0, 0, 0, -1, 0, 1, 0, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.0
894,2473,the White House,"[0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.0
895,2473,Trump,"[-1, -1, 0, 0, 0, -1, -1, 0, -1, 1, 1, 0, 0, 0, 1, 1, 0, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.10526315789473684
896,2473,Democrats,"[1, -1, 0, 0, -1, -1, -1, 0, 0, 0, -1, 0, -1, 0, 1, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.1875
897,2473,House,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.125
898,2474,Iran,"[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]",Fox News Network INGRAHAM ANGLE,-0.8
899,2474,Trump,"[-1, -1, -1, -1, -1, 0, 0, 0, 1, 0, -1, 1, 0, -1, -1, -1, 0, 1, -1]",Fox News Network INGRAHAM ANGLE,-0.3684210526315789
900,2474,Democrats,"[0, -1, 0, -1, -1, -1, 0, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0]",Fox News Network INGRAHAM ANGLE,-0.6111111111111112
901,2474,Senate,"[-1, -1, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.2857142857142857
902,2485,Iran,"[-1, 0, -1, -1, -1, 0, 1, 0, 0, 0, -1, 0]",Fox News Network MEDIA BUZZ,-0.3333333333333333
903,2485,Trump,"[-1, 0, 0, 0, -1, -1, -1, 0, -1, 0, -1, -1, -1, 1, 0, 1, -1, 0, 0, 0]",Fox News Network MEDIA BUZZ,-0.35
904,2485,Soleimani,"[0, -1, -1, -1, 0, 0, -1, 0, -1, -1, 0, 0, 0, -1, 0, 0]",Fox News Network MEDIA BUZZ,-0.4375
905,2485,Democrats,"[-1, 0, -1, -1, -1, -1, 1, 0, 1, -1, -1, -1, 0, 0]",Fox News Network MEDIA BUZZ,-0.42857142857142855
906,2485,American,"[-1, -1, 0, -1, 0, 1, 1, 1, 0, 1, 0, -1, -1, 0]",Fox News Network MEDIA BUZZ,-0.07142857142857142
907,2495,Bernie,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1]",Fox News Network THE GREG GUTFELD SHOW,0.0
908,2495,Trump,"[0, -1, 1, -1, -1, 0, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,-0.25
909,2495,Warren,"[0, 0, -1, 0, 0, 0, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,-0.125
910,2495,Tyrus,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,0.0
911,2495,Lawrence,"[0, 0, 0, 0, 0]",Fox News Network THE GREG GUTFELD SHOW,0.0
912,2503,Senate,"[1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.0
913,2503,Democrats,"[-1, -1, 0, 0, -1, -1, -1, 0, 1, 1, 0, 0, -1, -1, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.375
914,2503,House,"[0, -1, -1, -1, 1, 0, -1, -1, 1, 1, 1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.15384615384615385
915,2503,Trump,"[0, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.5
916,2503,Adam Schiff,"[0, 0, -1, 0, -1, 0, -1, 0, 0, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.45454545454545453
917,2504,Senate,"[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.15
918,2504,John Bolton,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.1111111111111111
919,2504,Republicans,"[-1, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, 0, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2857142857142857
920,2504,Democrats,"[0, 0, 0, 0, -1, -1, 1, -1, 0, -1, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.4166666666666667
921,2504,House,"[-1, 0, -1, -1, 0, 0, -1, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.4
922,2507,Trump,"[-1, 0, -1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",Fox News Network INGRAHAM ANGLE,0.15789473684210525
923,2507,Democrats,"[-1, 0, -1, -1, -1, -1, 0, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.7777777777777778
924,2507,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,0.0
925,2507,Adam Schiff,"[-1, 1, -1, -1, -1, 0, 0, 0, 0, -1, -1, 0]",Fox News Network INGRAHAM ANGLE,-0.4166666666666667
926,2507,Iowa,"[0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,0.0
927,2508,New Jersey,"[0, 0, 1, 1, 1, 0, 0, 1, -1, 1, 1, -1, 0, -1, 0, 1, 1, 1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.3157894736842105
928,2508,Democrats,"[-1, 0, -1, 0, -1, -1, 0, -1, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.65
929,2508,American,"[0, 0, 0, 0, 0, 0, -1, -1, 1, -1, -1, 0, -1, 0, 0, 1, 1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.16666666666666666
930,2508,House,"[-1, 0, -1, -1, -1, 1, -1, 0, 0, 0, 0, 1, 0, -1, -1, 0, -1, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.42105263157894735
931,2508,Trump,"[0, -1, -1, -1, -1, 0, 0, 1, 1, 0, 0, 1, 1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.06666666666666667
932,2509,Trump,"[-1, -1, -1, 0, 1, -1, 0, 0, -1, -1, -1, -1, -1, 0, 1, 0, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.5263157894736842
933,2509,Democrats,"[0, -1, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1, 0, 0, -1]",Fox News Network INGRAHAM ANGLE,-0.4444444444444444
934,2509,Senate,"[0, 0, 0, -1, -1, 1, -1, 0, 0, 0, 1, 0, -1, -1, 0, 1, -1, 0]",Fox News Network INGRAHAM ANGLE,-0.16666666666666666
935,2509,House,"[-1, 0, 0, -1, -1, 0, 1, -1, 0, -1, 0]",Fox News Network INGRAHAM ANGLE,-0.36363636363636365
936,2509,American,"[-1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 1, -1]",Fox News Network INGRAHAM ANGLE,-0.6666666666666666
937,2510,Trump,"[1, 0, -1, -1, -1, -1, 1, -1, -1, 0, -1, -1, -1, 0, 1]",Fox News Network INGRAHAM ANGLE,-0.4
938,2510,Democrats,"[-1, -1, 0, -1, 0, -1, -1, 0, 0, -1, 0, -1, 0, -1, 0]",Fox News Network INGRAHAM ANGLE,-0.5333333333333333
939,2510,Senate,"[0, 0, 0, 0, 0, -1, -1, -1, 1, -1]",Fox News Network INGRAHAM ANGLE,-0.3
940,2510,House,"[0, 0, 0, -1, 0, 0, 0, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.2
941,2510,Russia,"[0, -1, -1, -1, -1, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.4375
942,2511,Trump,"[-1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, 0, -1, 0, 0, 0, 1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.6
943,2511,Democrats,"[-1, 0, -1, -1, 0, -1, 0, -1, 1, 0, 0, -1, -1, 0, -1, -1, -1, -1, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.55
944,2511,Ukraine,"[-1, -1, 0, -1, 0, 0, 0, -1, 0, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.45454545454545453
945,2511,House,"[0, 0, 1, -1, 0, 0, -1, -1, 0, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2727272727272727
946,2511,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.0
947,2512,Bolton,"[-1, -1, -1, 0, -1, 0, 1, -1, -1, 0, -1, 0, 0, 0, 1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.4117647058823529
948,2512,Trump,"[0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.2222222222222222
949,2512,Senate,"[0, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1]",Fox News Network INGRAHAM ANGLE,-0.2
950,2512,Biden,"[0, 0, 1, 0, -1, 0, 0, 0, -1, 0, -1, 0, 1, -1, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.125
951,2512,Hunter Biden,"[0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1]",Fox News Network INGRAHAM ANGLE,-0.46153846153846156
952,2513,Democrats,"[0, 0, -1, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.25
953,2513,Trump,"[0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.058823529411764705
954,2513,House,"[0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.13333333333333333
955,2513,Ukraine,"[0, 1, -1, 1, 0, 0, -1, 0, 0, 0, 0, -1, 0, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.125
956,2513,Senate,"[0, 0, -1, 0, 0, -1, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2222222222222222
957,2539,Ukraine,"[1, -1, 1, 1, 1, 1, 0, 1, 1, 1, -1, -1, 1, 1, 1, 0, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,0.42105263157894735
958,2539,Tucker,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, 1]",Fox News Network TUCKER CARLSON TONIGHT,0.21052631578947367
959,2539,Democrats,"[-1, 1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.6666666666666666
960,2539,Bernie Sanders,"[0, 0, -1, -1, -1, 0, 1, 0, 0, -1, -1, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.3076923076923077
961,2539,Don Lemon,"[-1, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.5454545454545454
962,2572,Austin,"[0, -1, -1, -1, -1, -1, 1, -1, 0, 0, -1, -1]",Fox News Network FOX HANNITY,-0.5833333333333334
963,2572,Senate,"[0, -1, -1, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0]",Fox News Network FOX HANNITY,-0.3125
964,2572,Trump,"[-1, 1, 0, 0, 0, -1, 1, -1, 1, -1, 1, 0, 0, -1, 0, -1, -1, 0, 0]",Fox News Network FOX HANNITY,-0.15789473684210525
965,2572,Democrats,"[1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.6666666666666666
966,2572,CNN,"[-1, 0, -1, -1, -1, 0, -1, 0, 0, -1, -1, 0, -1]",Fox News Network FOX HANNITY,-0.6153846153846154
967,2582,Iran,"[-1, -1, -1, 0, -1, 0, 0, -1, -1, -1, -1, 0, -1, 0, -1, -1, -1, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.631578947368421
968,2582,Trump,"[1, 0, 0, -1, 0, 0, -1, 0, 0, 1, 0, 0, -1, -1, 0, 0, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.15789473684210525
969,2582,Congress,"[0, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.38461538461538464
970,2582,U.S.,"[-1, 0, -1, 0, -1, 0, -1, 0, 0, -1, 0, -1, -1, -1, -1, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.5294117647058824
971,2582,Senate,"[1, 0, -1, 0, 0, 0, -1, 0, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.18181818181818182
972,2584,Democrats,"[-1, -1, -1, 0, 0, -1, -1, -1, 1, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.42105263157894735
973,2584,Senate,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.06666666666666667
974,2584,Trump,"[0, 0, 0, 0, -1, 0, 0, 0, -1, -1, -1, -1, 0, -1, -1, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.4117647058823529
975,2584,House,"[0, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.26666666666666666
976,2584,Republicans,"[0, 0, 0, 1, -1, 0, -1, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2
977,2586,Trump,"[0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, 1, 1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.15384615384615385
978,2586,U.S.,"[0, 0, 0, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.5
979,2586,Senate,"[0, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, 0, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2857142857142857
980,2586,Iowa,"[-1, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.09090909090909091
981,2586,Biden,"[-1, 1, 1, 1, 0, 0, 0, -1, 0, 0, 1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.16666666666666666
982,2607,Trump,"[-1, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2777777777777778
983,2607,Democrats,"[0, -1, -1, 0, -1, 1, 1, -1, -1, -1, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.38461538461538464
984,2607,Senate,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.07692307692307693
985,2607,Joe Biden,"[1, 1, 0, 0, -1, -1, -1, 0, -1, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.2727272727272727
986,2616,Trump,"[0, 0, 0, -1, -1, 0, 0, 1, 1, 1, 0, 0, 0, -1, 0, 0, 1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.05555555555555555
987,2616,Iran,"[-1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.75
988,2616,U.S.,"[-1, 0, -1, 0, 0, 0, -1, 0, 1, -1, -1, 0, 0, 0, -1, -1, 0, 0, 1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.25
989,2616,the Middle East,"[0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.1
990,2616,Iraq,"[0, 0, -1, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.6
991,2628,Democrats,"[-1, -1, 0, -1, 0, -1, -1, 0, 0, 0, -1, -1, 1, -1, -1, -1, -1, 0, -1, -1]",Fox News Network FOX HANNITY,-0.6
992,2628,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1]",Fox News Network FOX HANNITY,-0.05555555555555555
993,2628,America,"[-1, 1, -1, 1, 0, 1, 1, -1, 1, 1, 0, 1, 0]",Fox News Network FOX HANNITY,0.3076923076923077
994,2628,House,"[-1, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0]",Fox News Network FOX HANNITY,-0.29411764705882354
995,2633,Trump,"[1, 1, 1, 0, 0, 0, 1, 1, -1, -1, 1, -1, 0, -1]",Fox News Network WATTERS WORLD,0.14285714285714285
996,2633,Democrats,"[-1, -1, 0, -1, 0, -1, 0, -1, -1, -1, -1, 0, -1, 0]",Fox News Network WATTERS WORLD,-0.6428571428571429
997,2633,Adam Schiff,"[0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]",Fox News Network WATTERS WORLD,-0.8181818181818182
998,2633,Ukraine,"[0, 1, 0, -1, 0, 1, 1, 0, 0]",Fox News Network WATTERS WORLD,0.2222222222222222
999,2633,the White House,"[0, -1, -1, 0, 0, 0, 0, 0]",Fox News Network WATTERS WORLD,-0.25
1000,2664,Trump,"[1, -1, 0, 0, 0, -1, -1, 1, 0, -1, -1, -1, -1, -1, 0, -1, 1, 1, 0]",Fox News Network INGRAHAM ANGLE,-0.2631578947368421
